contract_id,invoice_date,worker_id,worker_nationality,worker_profession,client_company,client_sector,region,contract_type,contract_duration_months,purchase_order_amount_sar,worker_salary_sar,operational_cost_sar,net_profit_sar,profit_margin_pct
MP-2025-86439,7/3/2024,W-013738,Bangladeshi,Welder,NEOM,Mega Project,Tabuk,Annual,12,107184,45360,13440,48384,45.14
MP-2024-76260,26/09/2024,W-013741,Bangladeshi,Industrial Painter,Ma'aden,Mining,Northern Borders,Multi-Year,18,94680,48996,13734,31950,33.75
MP-2024-33646,27/04/2024,W-013744,Sudanese,Safety Officer,ROSHN,Real Estate,Riyadh,Short-Term,1,9143,5277,906,2960,32.37
MP-2025-95939,10/4/2024,W-013747,Egyptian,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,73944,33282,21960,18702,25.29
MP-2024-25521,18/02/2024,W-013749,Filipino,Scaffolder,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,51936,26424,15840,9672,18.62
MP-2025-96684,7/11/2024,W-013752,Sri Lankan,Warehouse Keeper,SABIC,Petrochemical,Eastern Province,Short-Term,3,18225,9261,3333,5631,30.9
MP-2024-35035,12/12/2024,W-013754,Nepali,Welder,Ma'aden,Mining,Northern Borders,Short-Term,1,7444,3426,1144,2874,38.61
MP-2024-52323,3/12/2024,W-013756,Nepali,Rigger,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,83268,44976,13596,24696,29.66
MP-2024-77708,7/10/2024,W-013759,Sudanese,Scaffolder,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,24,90240,51528,16752,21960,24.34
MP-2024-95380,19/12/2025,W-013760,Egyptian,Civil Engineer,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,208368,135048,15780,57540,27.61
MP-2025-92285,6/2/2025,W-013763,Filipino,Helper / Labourer,NEOM,Mega Project,Tabuk,Annual,12,53076,21888,12636,18552,34.95
MP-2024-40424,16/10/2025,W-013765,Sudanese,QC Inspector,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,119880,60828,16212,42840,35.74
MP-2024-65477,13/03/2025,W-013767,Sudanese,Welder,SABIC,Petrochemical,Eastern Province,Short-Term,3,19617,8904,3090,7623,38.86
MP-2024-56539,19/08/2025,W-013769,Pakistani,HVAC Technician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,177792,91032,24768,61992,34.87
MP-2024-14947,19/05/2024,W-013772,Sudanese,Electrician,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,68460,38136,15192,15132,22.1
MP-2025-21858,19/01/2025,W-013775,Pakistani,Heavy Equipment Operator,ROSHN,Real Estate,Riyadh,Short-Term,2,14696,7700,1336,5660,38.51
MP-2024-49307,25/10/2024,W-013777,Yemeni,HVAC Technician,Saudi Electricity Co.,Power,Riyadh,Annual,12,74472,38664,11016,24792,33.29
MP-2024-92196,13/05/2025,W-013779,Egyptian,Warehouse Keeper,ROSHN,Real Estate,Riyadh,Annual,12,61644,36228,16332,9084,14.74
MP-2024-77321,11/11/2025,W-013780,Bangladeshi,Heavy Equipment Operator,ROSHN,Real Estate,Riyadh,Multi-Year,18,109404,57780,23004,28620,26.16
MP-2025-17677,23/12/2025,W-013783,Pakistani,Heavy Equipment Operator,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,24,150144,68304,26256,55584,37.02
MP-2024-80256,18/02/2025,W-013785,Nepali,Document Controller,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,67368,42684,16452,8232,12.22
MP-2024-85384,23/10/2025,W-013788,Bangladeshi,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,36,124848,54936,39600,30312,24.28
MP-2025-64245,21/03/2025,W-013789,Indian,Document Controller,Royal Commission Jubail,Industrial,Eastern Province,Multi-Year,24,174504,92352,16176,65976,37.81
MP-2024-27516,27/11/2025,W-013792,Saudi,Scaffolder,NEOM,Mega Project,Tabuk,Short-Term,2,24004,10786,922,12296,51.22
MP-2024-22292,30/04/2025,W-013794,Filipino,Electrician,ROSHN,Real Estate,Riyadh,Short-Term,3,14400,8487,3339,2574,17.88
MP-2025-18213,13/04/2025,W-013796,Yemeni,Warehouse Keeper,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,17832,10617,2814,4401,24.68
MP-2024-59756,11/8/2024,W-013797,Filipino,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,36,147600,66096,33012,48492,32.85
MP-2024-73696,2/12/2025,W-013799,Pakistani,Driver (Heavy),Royal Commission Yanbu,Industrial,Madinah,Short-Term,1,4793,2237,1377,1179,24.6
MP-2025-10325,2/7/2024,W-013802,Sudanese,Electrician,Diriyah Company,Real Estate,Riyadh,Multi-Year,24,201072,97944,20208,82920,41.24
MP-2025-28439,3/7/2024,W-013805,Sri Lankan,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,55560,28056,10080,17424,31.36
MP-2025-20969,17/01/2025,W-013808,Bangladeshi,Civil Foreman,SABIC,Petrochemical,Eastern Province,Annual,12,87960,45432,13092,29436,33.47
MP-2025-87286,20/11/2024,W-013809,Indian,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,16497,7800,3414,5283,32.02
MP-2024-16785,16/12/2025,W-013812,Sudanese,Instrument Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,121416,53196,8568,59652,49.13
MP-2024-52542,4/4/2024,W-013813,Pakistani,Mechanical Technician,NEOM,Mega Project,Tabuk,Short-Term,1,8763,4691,1249,2823,32.21
MP-2024-90627,18/11/2025,W-013815,Nepali,Electrician,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,3,24267,12582,3183,8502,35.04
MP-2024-66074,15/08/2025,W-013818,Indian,Warehouse Keeper,Diriyah Company,Real Estate,Riyadh,Annual,12,63312,33228,9564,20520,32.41
MP-2024-34207,18/07/2024,W-013819,Indian,Instrument Technician,Petro Rabigh,Petrochemical,Makkah,Multi-Year,24,206952,127032,21480,58440,28.24
MP-2024-47788,7/4/2024,W-013820,Pakistani,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Annual,12,51732,31032,10680,10020,19.37
MP-2024-12502,7/4/2024,W-013822,Bangladeshi,Scaffolder,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,57048,26160,10296,-2345,-4.11
MP-2024-34142,11/11/2025,W-013823,Indian,Industrial Painter,Red Sea Global,Tourism Dev,Tabuk,Short-Term,6,38196,16854,4410,16932,44.33
MP-2025-37403,16/08/2024,W-013826,Indian,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,19068,10011,2433,6624,34.74
MP-2025-53979,25/02/2025,W-013829,Pakistani,Pipe Fitter,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,75684,35244,13284,27156,35.88
MP-2024-32709,27/09/2024,W-013832,Bangladeshi,Mechanical Technician,SABIC,Petrochemical,Eastern Province,Annual,12,103752,51108,11004,41640,40.13
MP-2025-93447,17/11/2025,W-013834,Nepali,Driver (Heavy),SABIC,Petrochemical,Eastern Province,Annual,12,75600,35640,9396,30564,40.43
MP-2024-56689,18/02/2025,W-013835,Pakistani,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Multi-Year,24,178368,92760,16800,68808,38.58
MP-2025-30670,13/01/2025,W-013836,Yemeni,Instrument Technician,ROSHN,Real Estate,Riyadh,Annual,12,75624,46680,14844,14100,18.64
MP-2024-62995,18/08/2025,W-013839,Pakistani,Scaffolder,Saudi Electricity Co.,Power,Riyadh,Multi-Year,24,146592,79032,28560,39000,26.6
MP-2025-37312,28/07/2025,W-013842,Nepali,HVAC Technician,Saudi Electricity Co.,Power,Riyadh,Annual,12,95412,50220,15792,29400,30.81
MP-2024-47963,26/07/2024,W-013845,Egyptian,Industrial Painter,Marafiq,Utilities,Eastern Province,Short-Term,1,3837,2307,1131,399,10.4
MP-2025-35757,2/10/2025,W-013848,Indonesian,Electrician,SABIC,Petrochemical,Eastern Province,Annual,12,77892,40572,14544,22776,29.24
MP-2024-64127,13/04/2024,W-013850,Egyptian,Pipe Fitter,NEOM,Mega Project,Tabuk,Annual,12,75432,33900,15804,25728,34.11
MP-2024-64431,8/4/2024,W-013852,Yemeni,Rigger,Ma'aden,Mining,Northern Borders,Short-Term,6,41928,20094,4296,17538,41.83
MP-2025-37291,30/04/2025,W-013853,Pakistani,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,166536,84348,19980,62208,37.35
MP-2024-82867,23/05/2024,W-013855,Egyptian,Civil Foreman,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,194640,107904,29424,57312,29.45
MP-2025-62017,7/7/2024,W-013857,Nepali,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Multi-Year,24,80784,36792,21792,22200,27.48
MP-2024-88361,21/04/2024,W-013859,Indian,Civil Engineer,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,209172,137952,14196,57024,27.26
MP-2024-97525,22/04/2024,W-013860,Nepali,HVAC Technician,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,15075,8277,4176,-489,-3.24
MP-2024-38632,2/12/2024,W-013861,Filipino,Welder,NWC,Water,Riyadh,Short-Term,3,19329,10368,2205,6756,34.95
MP-2024-84407,8/9/2025,W-013863,Egyptian,Welder,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,2,9494,5270,2014,2210,23.28
MP-2025-96086,29/07/2024,W-013866,Pakistani,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Multi-Year,24,61368,32472,16872,12024,19.59
MP-2024-14941,16/03/2024,W-013868,Sri Lankan,Welder,Saudi Electricity Co.,Power,Riyadh,Multi-Year,18,102330,61830,15912,24588,24.03
MP-2024-15066,3/6/2024,W-013871,Filipino,Driver (Heavy),Saudi Kayan,Petrochemical,Eastern Province,Multi-Year,36,284256,125352,43596,115308,40.56
MP-2024-42302,25/10/2024,W-013872,Indian,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Annual,12,43356,20952,12780,9624,22.2
MP-2024-37463,22/11/2024,W-013873,Indian,Welder,Ma'aden,Mining,Northern Borders,Multi-Year,18,119592,53586,19692,46314,38.73
MP-2025-17701,22/03/2024,W-013875,Sudanese,Welder,Diriyah Company,Real Estate,Riyadh,Short-Term,3,14838,7158,3711,3969,26.75
MP-2025-12126,18/05/2024,W-013877,Sri Lankan,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,94806,49734,23040,22032,23.24
MP-2025-51564,19/05/2024,W-013879,Indonesian,Welder,Marafiq,Utilities,Eastern Province,Short-Term,3,16917,8886,3054,4977,29.42
MP-2025-34578,11/9/2025,W-013880,Pakistani,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,36,140436,53316,41148,45972,32.74
MP-2025-32193,12/9/2024,W-013883,Indian,Electrician,Petro Rabigh,Petrochemical,Makkah,Short-Term,2,10230,5514,1798,2918,28.52
MP-2025-96755,8/7/2024,W-013885,Indian,Heavy Equipment Operator,Royal Commission Yanbu,Industrial,Madinah,Short-Term,3,17940,9348,3615,4977,27.74
MP-2024-28209,10/10/2025,W-013887,Pakistani,HVAC Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,94020,43812,13320,36888,39.23
MP-2025-65826,3/2/2025,W-013890,Pakistani,Civil Foreman,NWC,Water,Riyadh,Short-Term,1,5338,3577,1393,368,6.89
MP-2025-66713,7/4/2025,W-013892,Indonesian,Warehouse Keeper,SABIC,Petrochemical,Eastern Province,Annual,12,81384,37284,15468,28632,35.18
MP-2024-69727,8/6/2024,W-013894,Bangladeshi,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,41760,17460,12084,12216,29.25
MP-2024-48543,31/10/2025,W-013896,Indian,Scaffolder,Worley KSA,EPC Contractor,Eastern Province,Annual,12,76164,34896,15552,25716,33.76
MP-2025-23448,6/1/2024,W-013897,Saudi,Site Supervisor,Saudi Electricity Co.,Power,Riyadh,Annual,12,159180,84684,6408,68088,42.77
MP-2024-11010,28/04/2025,W-013899,Indian,Instrument Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,111852,60276,9864,41712,37.29
MP-2024-32936,23/07/2025,W-013900,Pakistani,Heavy Equipment Operator,Ma'aden,Mining,Northern Borders,Multi-Year,24,162720,82656,26328,-5620,-3.45
MP-2024-82645,1/10/2024,W-013902,Filipino,Welder,Saudi Electricity Co.,Power,Riyadh,Annual,12,86556,39924,10920,-7878,-9.1
MP-2025-35459,22/11/2024,W-013904,Sri Lankan,Pipe Fitter,ROSHN,Real Estate,Riyadh,Annual,12,75744,48744,16164,10836,14.31
MP-2025-74143,23/07/2025,W-013905,Filipino,Mechanical Technician,SABIC,Petrochemical,Eastern Province,Short-Term,6,30144,17004,7926,5214,17.3
MP-2025-53178,5/9/2024,W-013907,Indian,Electrician,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,90960,42840,16164,31956,35.13
MP-2025-82832,23/02/2025,W-013909,Pakistani,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,7022,3098,1345,2579,36.73
MP-2025-39099,18/12/2024,W-013911,Ethiopian,Heavy Equipment Operator,Diriyah Company,Real Estate,Riyadh,Short-Term,2,13450,7272,1474,4704,34.97
MP-2024-96593,27/09/2025,W-013914,Sri Lankan,Mechanical Technician,Marafiq,Utilities,Eastern Province,Multi-Year,36,232632,143748,45396,43488,18.69
MP-2025-74616,16/01/2025,W-013917,Filipino,HVAC Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,81180,35232,7800,38148,46.99
MP-2025-84244,14/10/2025,W-013918,Nepali,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,80100,43584,8400,1308,1.63
MP-2025-41534,27/08/2024,W-013920,Egyptian,Industrial Painter,Petro Rabigh,Petrochemical,Makkah,Short-Term,3,12081,6219,4035,1827,15.12
MP-2024-49169,24/08/2025,W-013923,Indian,Electrician,ROSHN,Real Estate,Riyadh,Annual,12,68100,35628,13344,19128,28.09
MP-2025-48765,2/10/2024,W-013925,Bangladeshi,Helper / Labourer,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,1,3594,1619,830,1145,31.86
MP-2025-32820,5/8/2024,W-013927,Bangladeshi,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Annual,12,31740,16512,10776,4452,14.03
MP-2025-88689,20/04/2024,W-013929,Filipino,Electrician,SABIC,Petrochemical,Eastern Province,Multi-Year,18,132048,59940,19296,52812,39.99
MP-2024-46379,17/06/2024,W-013931,Bangladeshi,Scaffolder,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,2,10558,5738,2200,2620,24.82
MP-2024-20822,25/11/2024,W-013934,Filipino,Helper / Labourer,Ma'aden,Mining,Northern Borders,Short-Term,3,9126,3936,3312,1878,20.58
MP-2024-68015,10/6/2024,W-013935,Bangladeshi,Project Engineer,ROSHN,Real Estate,Riyadh,Multi-Year,18,268848,176616,23760,68472,25.47
MP-2024-57078,1/12/2025,W-013936,Filipino,Driver (Heavy),Saudi Electricity Co.,Power,Riyadh,Short-Term,1,6053,2755,1265,2033,33.59
MP-2024-25874,24/08/2024,W-013939,Indian,Welder,NEOM,Mega Project,Tabuk,Multi-Year,24,104040,53088,23112,27840,26.76
MP-2024-23925,13/08/2025,W-013940,Nepali,Scaffolder,ROSHN,Real Estate,Riyadh,Annual,12,60576,32184,7824,20568,33.95
MP-2025-66398,11/4/2024,W-013942,Indian,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,35988,17616,12432,5940,16.51
MP-2025-10322,5/4/2025,W-013945,Ethiopian,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,13743,5208,2259,6276,45.67
MP-2025-95313,4/10/2025,W-013947,Bangladeshi,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,3,9798,4422,3834,1542,15.74
MP-2024-90601,29/10/2024,W-013949,Indian,Safety Officer,Marafiq,Utilities,Eastern Province,Multi-Year,36,385128,231480,43452,110196,28.61
MP-2024-55167,30/06/2024,W-013952,Bangladeshi,Driver (Heavy),Saudi Electricity Co.,Power,Riyadh,Short-Term,6,24396,14544,7050,2802,11.49
MP-2024-63317,9/11/2025,W-013953,Sudanese,QC Inspector,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,10813,5490,1450,3873,35.82
MP-2025-92470,4/5/2025,W-013956,Bangladeshi,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,17334,8502,2298,6534,37.69
MP-2025-93330,13/06/2025,W-013959,Pakistani,Instrument Technician,Saudi Electricity Co.,Power,Riyadh,Multi-Year,18,120528,61038,19890,39600,32.86
MP-2024-13790,7/9/2024,W-013961,Sudanese,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Annual,12,45552,19668,15660,10224,22.44
MP-2024-37155,26/05/2024,W-013963,Bangladeshi,Safety Officer,ROSHN,Real Estate,Riyadh,Multi-Year,36,293400,196344,45396,51660,17.61
MP-2025-23537,17/05/2025,W-013966,Filipino,Helper / Labourer,Ma'aden,Mining,Northern Borders,Short-Term,1,3663,1829,808,1026,28.01
MP-2024-22353,10/4/2024,W-013968,Nepali,Welder,Saudi Electricity Co.,Power,Riyadh,Annual,12,73896,39852,9456,24588,33.27
MP-2024-58339,6/3/2024,W-013969,Bangladeshi,Document Controller,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,2,17162,8956,2308,5898,34.37
MP-2025-90425,25/04/2025,W-013971,Pakistani,Mechanical Technician,SABIC,Petrochemical,Eastern Province,Annual,12,80592,37548,12996,30048,37.28
MP-2024-12841,10/11/2024,W-013973,Nepali,Electrician,NWC,Water,Riyadh,Annual,12,93828,53328,11244,29256,31.18
MP-2024-28742,19/11/2025,W-013974,Yemeni,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Multi-Year,36,119124,50688,43380,25056,21.03
MP-2025-86586,8/8/2024,W-013976,Nepali,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,5795,2422,1143,2230,38.48
MP-2024-29312,19/07/2024,W-013978,Sri Lankan,Mechanical Technician,Worley KSA,EPC Contractor,Eastern Province,Annual,12,105144,54108,14088,36948,35.14
MP-2025-74585,3/8/2025,W-013980,Yemeni,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,81612,43884,8016,29712,36.41
MP-2024-22269,26/10/2024,W-013982,Filipino,Helper / Labourer,NWC,Water,Riyadh,Multi-Year,24,69216,33984,31464,3768,5.44
MP-2025-51504,6/3/2024,W-013985,Sri Lankan,Instrument Technician,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,87972,49308,9780,28884,32.83
MP-2025-36274,5/1/2024,W-013986,Indian,Pipe Fitter,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,1,8107,4004,1038,3065,37.81
MP-2025-26580,1/2/2025,W-013988,Egyptian,Driver (Heavy),SABIC,Petrochemical,Eastern Province,Multi-Year,24,134952,67008,25968,-8731,-6.47
MP-2024-80812,11/9/2025,W-013990,Bangladeshi,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,4347,1811,840,1696,39.02
MP-2025-88563,16/05/2024,W-013991,Filipino,Industrial Painter,Saudi Electricity Co.,Power,Riyadh,Annual,12,59148,34812,9492,14844,25.1
MP-2025-22265,31/07/2025,W-013992,Pakistani,Helper / Labourer,Bechtel KSA,EPC Contractor,Tabuk,Multi-Year,18,47700,24570,16992,6138,12.87
MP-2024-80895,19/02/2024,W-013993,Indonesian,Helper / Labourer,NEOM,Mega Project,Tabuk,Annual,12,45660,20892,13548,280,0.61
MP-2024-18372,22/12/2024,W-013995,Bangladeshi,Instrument Technician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,23001,10917,2181,9903,43.05
MP-2024-72562,13/11/2024,W-013997,Pakistani,Instrument Technician,SABIC,Petrochemical,Eastern Province,Annual,12,83076,38736,12444,31896,38.39
MP-2025-68638,22/04/2024,W-013999,Yemeni,Mechanical Technician,SABIC,Petrochemical,Eastern Province,Short-Term,6,37656,17244,7458,12954,34.4
MP-2025-89470,23/06/2025,W-014002,Filipino,HVAC Technician,Ma'aden,Mining,Northern Borders,Short-Term,1,5374,2792,942,1640,30.52
MP-2025-24787,28/03/2024,W-014005,Filipino,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,43080,20904,13776,8400,19.5
MP-2024-72454,12/2/2024,W-014008,Pakistani,Welder,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,59640,33600,13596,595,1
MP-2025-67636,23/12/2025,W-014009,Filipino,Scaffolder,NWC,Water,Riyadh,Multi-Year,24,101352,57480,27480,16392,16.17
MP-2025-53928,26/07/2025,W-014010,Indian,Electrician,Royal Commission Yanbu,Industrial,Madinah,Multi-Year,36,252504,131076,29016,92412,36.6
MP-2024-10846,4/6/2024,W-014013,Pakistani,Pipe Fitter,Royal Commission Yanbu,Industrial,Madinah,Short-Term,3,18123,9522,3408,5193,28.65
MP-2024-93620,14/01/2025,W-014016,Egyptian,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,102312,49176,16512,-5819,-5.69
MP-2024-11003,2/7/2025,W-014019,Sri Lankan,Pipe Fitter,Diriyah Company,Real Estate,Riyadh,Short-Term,3,19212,11334,3897,3981,20.72
MP-2025-72274,25/04/2025,W-014021,Sri Lankan,Project Engineer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,360168,212184,35976,112008,31.1
MP-2025-36007,2/1/2024,W-014024,Indian,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,16738,8466,1590,6682,39.92
MP-2025-38391,25/11/2025,W-014025,Pakistani,Rigger,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,70656,36180,14616,19860,28.11
MP-2025-25769,25/11/2025,W-014028,Filipino,Mechanical Technician,Saudi Electricity Co.,Power,Riyadh,Annual,12,87708,44028,11424,32256,36.78
MP-2025-15333,13/09/2025,W-014031,Egyptian,Industrial Painter,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,3,11931,5757,2775,3399,28.49
MP-2025-28141,21/11/2025,W-014033,Nepali,Electrician,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,92244,53028,15336,23880,25.89
MP-2025-41965,30/09/2025,W-014036,Indian,Welder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,53916,31068,8832,14016,26
MP-2024-20828,2/12/2024,W-014037,Egyptian,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,92148,43860,8076,-5238,-5.68
MP-2024-97742,24/09/2024,W-014039,Sri Lankan,Safety Officer,Petro Rabigh,Petrochemical,Makkah,Multi-Year,24,176736,105504,30768,40464,22.9
MP-2025-21699,6/9/2025,W-014040,Indian,Civil Foreman,Ma'aden,Mining,Northern Borders,Short-Term,3,26568,13383,3549,9636,36.27
MP-2025-47176,26/11/2025,W-014041,Sudanese,Welder,SABIC,Petrochemical,Eastern Province,Multi-Year,36,266688,119088,34416,113184,42.44
MP-2024-50681,6/2/2025,W-014044,Pakistani,Helper / Labourer,NEOM,Mega Project,Tabuk,Short-Term,3,11175,5106,2040,-911,-8.15
MP-2024-12725,13/07/2025,W-014046,Nepali,Welder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,46980,26736,8016,12228,26.03
MP-2025-37324,26/05/2024,W-014048,Yemeni,Industrial Painter,Red Sea Global,Tourism Dev,Tabuk,Annual,12,76752,35460,9588,31704,41.31
MP-2025-95911,10/8/2024,W-014050,Filipino,Helper / Labourer,Petro Rabigh,Petrochemical,Makkah,Multi-Year,18,60372,33192,12204,1283,2.13
MP-2024-18646,20/07/2025,W-014052,Filipino,Helper / Labourer,Royal Commission Yanbu,Industrial,Madinah,Short-Term,6,20580,11280,6798,2502,12.16
MP-2025-46527,7/3/2024,W-014054,Filipino,Civil Engineer,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,153048,87036,10308,55704,36.4
MP-2024-93015,30/03/2025,W-014056,Bangladeshi,Scaffolder,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,5694,2717,755,2222,39.02
MP-2025-78146,9/3/2024,W-014058,Yemeni,Driver (Heavy),NEOM,Mega Project,Tabuk,Annual,12,103884,41424,14724,47736,45.95
MP-2025-38873,16/03/2024,W-014059,Indian,Electrician,NEOM,Mega Project,Tabuk,Short-Term,2,11656,5232,2046,4378,37.56
MP-2025-91098,30/05/2025,W-014061,Saudi,Welder,NEOM,Mega Project,Tabuk,Short-Term,3,22974,11409,1470,10095,43.94
MP-2025-94887,30/01/2024,W-014064,Indian,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,33336,16308,11388,5640,16.92
MP-2024-63630,29/08/2024,W-014066,Filipino,Warehouse Keeper,Red Sea Global,Tourism Dev,Tabuk,Short-Term,3,22791,10893,2313,9585,42.06
MP-2024-87610,11/6/2024,W-014067,Bangladeshi,Mechanical Technician,Ma'aden,Mining,Northern Borders,Annual,12,68196,33864,9552,24780,36.34
MP-2024-61796,28/11/2024,W-014068,Indian,Warehouse Keeper,ROSHN,Real Estate,Riyadh,Multi-Year,18,99414,54882,14958,29574,29.75
MP-2024-27770,27/11/2024,W-014070,Nepali,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,54492,26832,4014,23646,43.39
MP-2025-79756,26/01/2024,W-014072,Indian,Welder,Diriyah Company,Real Estate,Riyadh,Multi-Year,18,101610,61866,24480,15264,15.02
MP-2025-82277,19/08/2025,W-014073,Filipino,Project Engineer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,562872,316896,21600,224376,39.86
MP-2024-94972,26/04/2024,W-014075,Filipino,Welder,Petro Rabigh,Petrochemical,Makkah,Annual,12,57228,27240,9456,20532,35.88
MP-2024-78531,2/4/2025,W-014078,Sudanese,Instrument Technician,ROSHN,Real Estate,Riyadh,Multi-Year,24,207504,112272,26208,-4855,-2.34
MP-2024-54550,10/10/2025,W-014079,Indian,Instrument Technician,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,3,21414,10779,2001,8634,40.32
MP-2025-29560,4/7/2024,W-014080,Pakistani,Pipe Fitter,ROSHN,Real Estate,Riyadh,Multi-Year,18,110934,55656,11880,43398,39.12
MP-2024-12596,19/05/2024,W-014082,Sudanese,Warehouse Keeper,Red Sea Global,Tourism Dev,Tabuk,Annual,12,69744,33156,11856,24732,35.46
MP-2025-13261,15/12/2025,W-014084,Bangladeshi,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,39120,17592,13776,7752,19.82
MP-2025-98904,22/05/2025,W-014086,Indian,Industrial Painter,Marafiq,Utilities,Eastern Province,Annual,12,50460,28008,16260,6192,12.27
MP-2025-18596,14/10/2024,W-014088,Nepali,Driver (Heavy),Bechtel KSA,EPC Contractor,Tabuk,Annual,12,72312,33432,12432,26448,36.57
MP-2025-76411,22/07/2024,W-014090,Filipino,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,36,143712,60408,45864,37440,26.05
MP-2025-49284,14/06/2025,W-014092,Pakistani,Welder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,66480,33408,16116,16956,25.51
MP-2025-41942,11/6/2024,W-014095,Bangladeshi,Helper / Labourer,NEOM,Mega Project,Tabuk,Annual,12,44520,20268,15636,8616,19.35
MP-2025-80198,2/2/2024,W-014097,Indian,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,41700,18204,13164,10332,24.78
